full_original_html,original_row_id,marked_for_review,remarks,allen_issue,gpt_issue,labelled_html,full_error_html,List_of_names,processed_html
"<div style=""text-align:justify"">For an irreversible process, if  P-V graphs are plotted simply to represent the work involved in the process as the area under the P-V curve. Then which of the following options  has/have the correct P-V curve for the mentioned process on an ideal gas placed in a cylinder fitted with a piston.</div>
<br/><br/><br/>3-step compression <img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920205phpff244mimage.png"" style=""height:147.997px; width:155.994px""/><br/>3-step compression <img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920266phpZeDrwzimage.png"" style=""height:147.983px; width:155.994px""/><br/>3-step expansion <img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920323phpMwyIsGimage.png"" style=""height:147.983px; width:155.994px""/>  <br/>3-step expansion <img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920383phpdHLF3iimage.png"" style=""height:180px; width:187.997px""/>",3957,0,,False,False,"<div style=""text-align:justify"">For an irreversible process, if  P-V graphs are plotted simply to represent the work involved in the process as the area under the P-V curve. Then which of the following options  has/have the correct P-V curve for the mentioned process on an ideal gas placed in a cylinder fitted with a piston.</div>
<br/><br/><br/>3-step compression <img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920205phpff244mimage.png"" style=""height:147.997px; width:155.994px""/><br/>3-step compression <img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920266phpZeDrwzimage.png"" style=""height:147.983px; width:155.994px""/><br/>3-step expansion<img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920323phpMwyIsGimage.png"" style=""height:147.983px; width:155.994px""/>  <br/>3-step expansion<img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920383phpdHLF3iimage.png"" style=""height:180px; width:187.997px""/>","<div style=""text-align:justify"">For an irreversible process, if  P-V graphs are plotted simply to represent the work involved in the process as the area under the P-V curve. Then which of the following options  has/have the correct P-V curve for the mentioned process on an ideal gas placed in a cylinder fitted with a piston.</div>
<br/><br/><br/>3-step compression <img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920205phpff244mimage.png"" style=""height:147.997px; width:155.994px""/><br/>3-step compression <img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920266phpZeDrwzimage.png"" style=""height:147.983px; width:155.994px""/><br/>3-step expansion<img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920323phpMwyIsGimage.png"" style=""height:147.983px; width:155.994px""/>  <br/>3-step expansion<img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920383phpdHLF3iimage.png"" style=""height:180px; width:187.997px""/>","[""P-V""]","<div style=""text-align:justify"">For an irreversible process, if  [EXP]P-V[/EXP] graphs are plotted simply to represent the work involved in the process as the area under the [EXP]P-V[/EXP] curve. Then which of the following options  has/have the correct [EXP]P-V[/EXP] curve for the mentioned process on an ideal gas placed in a cylinder fitted with a piston.</div>
<br/><br/><br/>3-step compression <img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920205phpff244mimage.png"" style=""height:147.997px; width:155.994px""/><br/>3-step compression <img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920266phpZeDrwzimage.png"" style=""height:147.983px; width:155.994px""/><br/>3-step expansion<img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920323phpMwyIsGimage.png"" style=""height:147.983px; width:155.994px""/>  <br/>3-step expansion<img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1510920383phpdHLF3iimage.png"" style=""height:180px; width:187.997px""/>"
"2A(g) → B(g) ; ΔH = –20 kcal/ mol
<div style=""text-align:justify"">in a closed rigid container 0.2 mole of A(g) at constant temperature 727ºC converts in B(g) then change in heat energy in the process will be - (R = 2 cal/mole-K) </div>
<br/><br/><br/>–12 kcal  <br/>– 1.8 kcal <br/>–2.4 kcal  <br/>–0.24 kcal",4148,0,,False,False,"<div>[EXP]2A(g) → B(g) [/EXP]; [EXP]ΔH = –20 kcal/ mol[/EXP]</div>
<div style=""text-align:justify"">in a closed rigid container [EXP] 0.2 mole [/EXP]  of [EXP] A(g) [/EXP] at constant temperature [EXP] 
 727ºC [/EXP] converts in [EXP]B(g)[/EXP] then change in heat energy in the process will be [EXP]  - (R = 2 cal/mole-K) [/EXP]  </div>
<br/><br/><br/>[EXP]–12 kcal[/EXP] <br/>[EXP]– 1.8 kcal[/EXP] <br/>[EXP]–2.4 kcal[/EXP] <br/>[EXP]–0.24 kcal[/EXP]","<div>[EXP]2A(g) → B(g) [/EXP]; [EXP]ΔH = –20 kcal/ mol[/EXP]</div>
<div style=""text-align:justify"">in a closed rigid container [EXP] 0.2 mole [/EXP]  of [EXP] A(g) [/EXP] at constant temperature [EXP] 
 727ºC [/EXP] converts in [EXP]B(g)[/EXP] then change in heat energy in the process will be [EXP]  - (R = 2 cal/mole-K) [/EXP]  </div>
<br/><br/><br/>[EXP]–12 kcal[/EXP] <br/>[EXP]– 1.8 kcal[/EXP] <br/>[EXP]–2.4 kcal[/EXP] <br/>[EXP]–0.24 kcal[/EXP]","[""A"", ""B""]","<div>[EXP]2A(g) → B(g) [/EXP]; [EXP]ΔH = –20 kcal/ mol[/EXP]</div>
<div style=""text-align:justify"">in a closed rigid container [EXP] 0.2 mole [/EXP]  of [EXP] A(g) [/EXP] at constant temperature [EXP] 
 727ºC [/EXP] converts in [EXP]B(g)[/EXP] then change in heat energy in the process will be [EXP]  - (R = 2 cal/mole-K) [/EXP]  </div>
<br/><br/><br/>[EXP]–12 kcal[/EXP] <br/>[EXP]– 1.8 kcal[/EXP] <br/>[EXP]–2.4 kcal[/EXP] <br/>[EXP]–0.24 kcal[/EXP]"
" <div style=""text-align: justify;""><span style=""font-weight: bold;"">Statement–1 : </span>Tertiary carbonium ions are generally formed more easily then primary carbonium ions.<br/><span style=""font-weight: bold;"">Statement–2 : </span>Hyperconjugative as well as inductive effect due to additional alkyl groups stabilize tertiary carbonium ions.</div><br/><br/><br/>Statement–1 is true, Statement–2 is true; Statement–2 is not the correct explanation of Statement–1.<br/>Statement–1 is false, Statement–2 is true.<br/>Statement–1 is true, Statement–2 is false.<br/>Statement–1 is true, Statement–2 is true; Statement–2 is the correct explanation of Statement–1.",4770,0,,False,False,"<div style=""text-align: justify;""><span style=""font-weight: bold;"">Statement–1 : Tertiary carbonium ions are generally formed more easily then primary carbonium ions.<br/><span style=""font-weight: bold;"">Statement–2 : Hyperconjugative as well as inductive effect due to additional alkyl groups stabilize tertiary carbonium ions.</div><br/><br/><br/>Statement–1 is true, Statement–2 is true; Statement–2 is not the correct explanation of Statement–1.<br/>Statement–1 is false, Statement–2 is true.<br/>Statement–1 is true, Statement–2 is false.<br/>Statement–1 is true, Statement–2 is true; Statement–2 is the correct explanation of Statement–1.","<div style=""text-align: justify;""><span style=""font-weight: bold;"">Statement–1 : Tertiary carbonium ions are generally formed more easily then primary carbonium ions.<br/><span style=""font-weight: bold;"">Statement–2 : Hyperconjugative as well as inductive effect due to additional alkyl groups stabilize tertiary carbonium ions.</div><br/><br/><br/>Statement–1 is true, Statement–2 is true; Statement–2 is not the correct explanation of Statement–1.<br/>Statement–1 is false, Statement–2 is true.<br/>Statement–1 is true, Statement–2 is false.<br/>Statement–1 is true, Statement–2 is true; Statement–2 is the correct explanation of Statement–1.","[""Tertiary carbonium ions"", ""primary carbonium ions"", ""Hyperconjugative"", ""inductive effect""]","<div style=""text-align: justify;""><span style=""font-weight: bold;"">Statement–1 : [NAME]Tertiary carbonium ions[/NAME] are generally formed more easily then [NAME]primary carbonium ions[/NAME].<br/><span style=""font-weight: bold;"">Statement–2 : [NAME]Hyperconjugative[/NAME] as well as [NAME]inductive effect[/NAME] due to additional alkyl groups stabilize tertiary carbonium ions.</div><br/><br/><br/>Statement–1 is true, Statement–2 is true; Statement–2 is not the correct explanation of Statement–1.<br/>Statement–1 is false, Statement–2 is true.<br/>Statement–1 is true, Statement–2 is false.<br/>Statement–1 is true, Statement–2 is true; Statement–2 is the correct explanation of Statement–1."
"  A ball is projected as shown in figure. The ball will return to point :<br/><div style=""margin-left: 80px;""><img alt=""Image not present"" src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/ported_image021739965295.png"" style=""vertical-align: middle""/></div><br/><br/><br/>O<br/><br/>left to point O <br/><br/>right to point O <br/><br/>none of these<br/>",1980,0,,False,False," A ball is projected as shown in figure. The ball will return to point :<br/><div style=""margin-left: 80px;""><img alt=""Image not present"" src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/ported_image021739965295.png"" style=""vertical-align: middle""/></div><br/><br/><br/>O<br/><br/>left to point O <br/><br/>right to point O <br/><br/>none of these<br/>","A ball is projected as shown in figure. The ball will return to point :<br/><div style=""margin-left: 80px;""><img alt=""Image not present"" src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/ported_image021739965295.png"" style=""vertical-align: middle""/></div><br/><br/><br/>O<br/><br/>left to point O <br/><br/>right to point O <br/><br/>none of these<br/>","[""none""]"," A ball is projected as shown in figure. The ball will return to point :<br/><div style=""margin-left: 80px;""><img alt=""Image not present"" src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/ported_image021739965295.png"" style=""vertical-align: middle""/></div><br/><br/><br/>[EXP]O[/EXP]<br/><br/>left to point [EXP]O[/EXP] <br/><br/>right to point [EXP]O [/EXP]<br/><br/>none of these<br/>"
"<div style=""text-align:justify"">One end of a pendulum is attached to point O on the wedge of mass M = 4m. Mass of the pendulum is m and its length is ℓ. Initially system is at rest on a smooth floor, now velocity v<sub>0</sub> = 12 m/s is given to the pendulum in horizontal direction. v<sub>0</sub> is sufficient for the bob to move in circle with respect to O. If at highest point of the trajectory speed of bob is equal to speed of wedge then find this speed in m/s.</div>
<div style=""text-align:center""><img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1507781438phpvY1dlsimage.png"" style=""width:200px""/></div>
<br/><br/>",332,0,,False,False,"<div style=""text-align:justify"">One end of a pendulum is attached to point O on the wedge of mass [EXP]M = 4m[/EXP]. Mass of the pendulum is [EXP]m[/EXP] and its length is [EXP]ℓ[/EXP]. Initially system is at rest on a smooth floor, now velocity [EXP]v<sub>0</sub> = 12 m/s[/EXP] is given to the pendulum in horizontal direction. [EXP]v<sub>0</sub>[/EXP] is sufficient for the bob to move in circle with respect to O. If at highest point of the trajectory speed of bob is equal to speed of wedge then find this speed in [EXP] m/s [/EXP].</div>
<div style=""text-align:center""><img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1507781438phpvY1dlsimage.png"" style=""width:200px""/></div>
<br/><br/>","<div style=""text-align:justify"">One end of a pendulum is attached to point O on the wedge of mass [EXP]M = 4m[/EXP]. Mass of the pendulum is [EXP]m[/EXP] and its length is [EXP]ℓ[/EXP]. Initially system is at rest on a smooth floor, now velocity [EXP]v<sub>0</sub> = 12 m/s[/EXP] is given to the pendulum in horizontal direction. [EXP]v<sub>0</sub>[/EXP] is sufficient for the bob to move in circle with respect to O. If at highest point of the trajectory speed of bob is equal to speed of wedge then find this speed in [EXP] m/s [/EXP].</div>
<div style=""text-align:center""><img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1507781438phpvY1dlsimage.png"" style=""width:200px""/></div>
<br/><br/>","[""O""]","<div style=""text-align:justify"">One end of a pendulum is attached to point [EXP]O [/EXP]on the wedge of mass [EXP]M = 4m[/EXP]. Mass of the pendulum is [EXP]m[/EXP] and its length is [EXP]ℓ[/EXP]. Initially system is at rest on a smooth floor, now velocity [EXP]v<sub>0</sub> = 12 m/s[/EXP] is given to the pendulum in horizontal direction. [EXP]v<sub>0</sub>[/EXP] is sufficient for the bob to move in circle with respect to [EXP]O.[/EXP] If at highest point of the trajectory speed of bob is equal to speed of wedge then find this speed in [EXP] m/s [/EXP].</div>
<div style=""text-align:center""><img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1507781438phpvY1dlsimage.png"" style=""width:200px""/></div>
<br/><br/>"
 Nissl's granules are present in<br/><br/><br/>Nerve cells<br/>Mast cells<br/>Bone cells<br/>Cartilage cells,2462,0,,False,False,<div>Nissl's granules are present in<br/><br/><br/>Nerve cells<br/>Mast cells<br/>Bone cells<br/>Cartilage cells</div>,<div>Nissl's granules are present in<br/><br/><br/>Nerve cells<br/>Mast cells<br/>Bone cells<br/>Cartilage cells</div>,"[""Nissl's granules""]",<div>[NAME]Nissl's granules[/NAME] are present in<br/><br/><br/>[NAME]Nerve cells[/NAME]<br/>[NAME]Mast cells[/NAME]<br/>[NAME]Bone cells[/NAME]<br/>[NAME]Cartilage cells[/NAME]</div>
"  If sinx + sin<sup>2</sup>x = 1, then cos<sup>8</sup>x + 2cos<sup>6</sup>x + cos<sup>4</sup>x is equal to :<br/><br/><br/>0<br/>-1<br/>2<br/>1",2313,0,,False,False,"<div> If [EXP]sinx + sin<sup>2</sup>x = 1[/EXP], then [EXP]cos<sup>8</sup>x + 2cos<sup>6</sup>x + cos<sup>4</sup>x[/EXP] is equal to :<br/><br/><br/>0<br/>-1<br/>2<br/>1</div>",,Output: [],"<div> If [EXP]sinx + sin<sup>2</sup>x = 1[/EXP], then [EXP]cos<sup>8</sup>x + 2cos<sup>6</sup>x + cos<sup>4</sup>x[/EXP] is equal to :<br/><br/><br/>0<br/>-1<br/>2<br/>1</div>"
" <div align=""justify"">A bomb of mass 9 kg explodes into two pieces of mass 3 kg and 6 kg. The velocity of 3 kg mass is 16 m/s. The kinetic energy of 6 kg mass will be</div><br/><br/><br/>96 J<br/>192 J<br/>384 J<br/>768 J",4202,0,,False,False,"<div align=""justify"">A bomb of mass [EXP] 9 kg [/EXP] explodes into two pieces of mass [EXP]3 kg[/EXP] and [EXP]6 kg[/EXP]. The velocity of [EXP]3 kg[/EXP] mass is [EXP]16 m/s[/EXP]. The kinetic energy of [EXP]6 kg[/EXP] mass will be</div><br/><br/><br/>[EXP]96 J[/EXP]<br/>[EXP]192 J[/EXP]<br/>[EXP]384 J[/EXP]<br/>[EXP]768 J[/EXP]","<div align=""justify"">A bomb of mass [EXP] 9 kg [/EXP] explodes into two pieces of mass [EXP]3 kg[/EXP] and [EXP]6 kg[/EXP]. The velocity of [EXP]3 kg[/EXP] mass is [EXP]16 m/s[/EXP]. The kinetic energy of [EXP]6 kg[/EXP] mass will be</div><br/><br/><br/>[EXP]96 J[/EXP]<br/>[EXP]192 J[/EXP]<br/>[EXP]384 J[/EXP]<br/>[EXP]768 J[/EXP]","[""kinetic energy""]","<div align=""justify"">A bomb of mass [EXP] 9 kg [/EXP] explodes into two pieces of mass [EXP]3 kg[/EXP] and [EXP]6 kg[/EXP]. The velocity of [EXP]3 kg[/EXP] mass is [EXP]16 m/s[/EXP]. The [NAME]kinetic energy[/NAME] of [EXP]6 kg[/EXP] mass will be</div><br/><br/><br/>[EXP]96 J[/EXP]<br/>[EXP]192 J[/EXP]<br/>[EXP]384 J[/EXP]<br/>[EXP]768 J[/EXP]"
"<div style=""text-align:justify"">Mark the correct statement(s) provided that its initial position corresponds to figure (b) :</div>
<br/><br/><br/><div style=""text-align:justify"">After we burn the thread disc rotate in anticlockwise sense, and the rod connecting them rotates in clockwise sense about horizontal axis.</div>
<br/><div style=""text-align:justify"">After we burn the thread disc rotate in anticlockwise sense, and the rod remains stationary.</div>
<br/><div style=""text-align:justify"">The angular velocity of the disks after we burn the thread that hold the spring in it compressed position is <img alt=""\frac{{\Delta \ell }}{R} \cdot \frac{d}{{\sqrt {{d^2} + 2{R^2}} }}\sqrt {\frac{k}{m}} "" src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/15099681651726445794.png""/>.</div>
<br/>The angular velocity of the disks after we burn the thread that hold the spring in it compressed position is <img alt=""\frac{{\Delta \ell }}{R} \cdot \frac{d}{{\sqrt {{d^2} + 2{R^2}} }}\sqrt {\frac{{2k}}{{3m}}} "" src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/15099681771777840525.png""/>.",1367,0,,False,False,"<div style=""text-align:justify"">Mark the correct statement(s) provided that its initial position corresponds to figure (b) :</div>
<br/><br/><br/><div style=""text-align:justify"">After we burn the thread disc rotate in anticlockwise sense, and the rod connecting them rotates in clockwise sense about horizontal axis.</div>
<br/><div style=""text-align:justify"">After we burn the thread disc rotate in anticlockwise sense, and the rod remains stationary.</div>
<br/><div style=""text-align:justify"">The angular velocity of the disks after we burn the thread that hold the spring in it compressed position is <img alt=""\frac{{\Delta \ell }}{R} \cdot \frac{d}{{\sqrt {{d^2} + 2{R^2}} }}\sqrt {\frac{k}{m}} "" src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/15099681651726445794.png""/>.</div>
<br/>The angular velocity of the disks after we burn the thread that hold the spring in it compressed position is <img alt=""\frac{{\Delta \ell }}{R} \cdot \frac{d}{{\sqrt {{d^2} + 2{R^2}} }}\sqrt {\frac{{2k}}{{3m}}} "" src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/15099681771777840525.png""/>.","<div style=""text-align:justify"">Mark the correct statement(s) provided that its initial position corresponds to figure (b) :</div>
<br/><br/><br/><div style=""text-align:justify"">After we burn the thread disc rotate in anticlockwise sense, and the rod connecting them rotates in clockwise sense about horizontal axis.</div>
<br/><div style=""text-align:justify"">After we burn the thread disc rotate in anticlockwise sense, and the rod remains stationary.</div>
<br/><div style=""text-align:justify"">The angular velocity of the disks after we burn the thread that hold the spring in it compressed position is <img alt=""\frac{{\Delta \ell }}{R} \cdot \frac{d}{{\sqrt {{d^2} + 2{R^2}} }}\sqrt {\frac{k}{m}} "" src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/15099681651726445794.png""/>.</div>
<br/>The angular velocity of the disks after we burn the thread that hold the spring in it compressed position is <img alt=""\frac{{\Delta \ell }}{R} \cdot \frac{d}{{\sqrt {{d^2} + 2{R^2}} }}\sqrt {\frac{{2k}}{{3m}}} "" src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/15099681771777840525.png""/>.","[""Figure (b)""]","<div style=""text-align:justify"">Mark the correct statement(s) provided that its initial position corresponds to figure [EXP](b)[/EXP] :</div>
<br/><br/><br/><div style=""text-align:justify"">After we burn the thread disc rotate in anticlockwise sense, and the rod connecting them rotates in clockwise sense about horizontal axis.</div>
<br/><div style=""text-align:justify"">After we burn the thread disc rotate in anticlockwise sense, and the rod remains stationary.</div>
<br/><div style=""text-align:justify"">The [NAME]angular velocity[/NAME] of the disks after we burn the thread that hold the spring in it compressed position is <img alt=""\frac{{\Delta \ell }}{R} \cdot \frac{d}{{\sqrt {{d^2} + 2{R^2}} }}\sqrt {\frac{k}{m}} "" src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/15099681651726445794.png""/>.</div>
<br/>The [NAME]angular velocity[/NAME] of the disks after we burn the thread that hold the spring in it compressed position is <img alt=""\frac{{\Delta \ell }}{R} \cdot \frac{d}{{\sqrt {{d^2} + 2{R^2}} }}\sqrt {\frac{{2k}}{{3m}}} "" src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/15099681771777840525.png""/>."
"<div style=""text-align:justify"">Consider the cases in diagram and analyse motion just before and just after collision.</div>
<div style=""text-align:center""><img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1509966601phpQqs8tYimage.png"" style=""height:142px; width:76px""/></div>
<br/><br/><br/><div style=""text-align:justify"">momentum is conserved.</div>
<br/><div style=""text-align:justify"">magnitude of momentum increase</div>
<br/><div style=""text-align:justify"">magnitude of momentum decreases</div>
<br/><div style=""text-align:justify"">Tension is impulsive in nature.</div>
",3810,0,,False,False,"<div style=""text-align:justify"">Consider the cases in diagram and analyse motion just before and just after collision.</div>
<div style=""text-align:center""><img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1509966601phpQqs8tYimage.png"" style=""height:142px; width:76px""/></div>
<br/><br/><br/><div style=""text-align:justify"">momentum is conserved.</div>
<br/><div style=""text-align:justify"">magnitude of momentum increase</div>
<br/><div style=""text-align:justify"">magnitude of momentum decreases</div>
<br/><div style=""text-align:justify"">Tension is impulsive in nature.</div>","<div style=""text-align:justify"">Consider the cases in diagram and analyse motion just before and just after collision.</div>
<div style=""text-align:center""><img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1509966601phpQqs8tYimage.png"" style=""height:142px; width:76px""/></div>
<br/><br/><br/><div style=""text-align:justify"">momentum is conserved.</div>
<br/><div style=""text-align:justify"">magnitude of momentum increase</div>
<br/><div style=""text-align:justify"">magnitude of momentum decreases</div>
<br/><div style=""text-align:justify"">Tension is impulsive in nature.</div>","[""momentum"", ""Tension""]","<div style=""text-align:justify"">Consider the cases in diagram and analyse motion just before and just after collision.</div>
<div style=""text-align:center""><img src=""https://s3-ap-south-1.amazonaws.com/question-bank-allen/content_data/content_images/1509966601phpQqs8tYimage.png"" style=""height:142px; width:76px""/></div>
<br/><br/><br/><div style=""text-align:justify"">[NAME]momentum[/NAME] is conserved.</div>
<br/><div style=""text-align:justify"">magnitude of [NAME]momentum[/NAME] increase</div>
<br/><div style=""text-align:justify"">magnitude of [NAME]momentum[/NAME] decreases</div>
<br/><div style=""text-align:justify"">[NAME]Tension[/NAME] is impulsive in nature.</div>"
